,dteday,hr,holiday,workingday,hum,windspeed,temp_c,feels_like_c,light_out,total,fall,spring,summer,winter,clear,heavy,light,mist
89,1/4/2011,21,0,1,0.64,0,2.34,1.9982,0,48,0,0,0,1,1,0,0,0
90,1/4/2011,22,0,1,0.64,6,2.34,1.0016,0,35,0,0,0,1,1,0,0,0
91,1/4/2011,23,0,1,0.69,6,1.4,-0.9982,0,11,0,0,0,1,1,0,0,0
92,1/5/2011,0,0,1,0.64,0,1.4,1.0016,0,6,0,0,0,1,1,0,0,0
93,1/5/2011,1,0,1,0.74,6,-0.48,-2.998,0,6,0,0,0,1,1,0,0,0
94,1/5/2011,2,0,1,0.74,6,-0.48,-2.998,0,2,0,0,0,1,1,0,0,0
95,1/5/2011,4,0,1,0.48,15,3.28,-0.9982,0,2,0,0,0,1,1,0,0,0
96,1/5/2011,5,0,1,0.47,11,2.34,-0.9982,0,3,0,0,0,1,1,0,0,0
97,1/5/2011,6,0,1,0.47,15,1.4,-2.998,0,33,0,0,0,1,1,0,0,0
98,1/5/2011,7,0,1,0.43,13,0.46,-4.0012,1,88,0,0,0,1,1,0,0,0
99,1/5/2011,8,0,1,0.4,20,1.4,-4.0012,1,195,0,0,0,1,1,0,0,0
100,1/5/2011,9,0,1,0.37,22,2.34,-2.998,1,115,0,0,0,1,1,0,0,0
101,1/5/2011,10,0,1,0.37,22,2.34,-2.998,1,57,0,0,0,1,1,0,0,0
102,1/5/2011,11,0,1,0.33,22,4.22,-0.9982,1,46,0,0,0,1,1,0,0,0
103,1/5/2011,12,0,1,0.33,22,4.22,-0.9982,1,79,0,0,0,1,1,0,0,0
104,1/5/2011,13,0,1,0.3,20,5.16,1.0016,1,71,0,0,0,1,1,0,0,0
105,1/5/2011,14,0,1,0.28,13,6.1,3.0014,1,62,0,0,0,1,1,0,0,0
106,1/5/2011,15,0,1,0.28,13,6.1,3.0014,1,62,0,0,0,1,1,0,0,0
107,1/5/2011,16,0,1,0.28,6,6.1,5.0012,1,89,0,0,0,1,1,0,0,0
108,1/5/2011,17,0,1,0.38,13,3.28,-0.9982,1,190,0,0,0,1,1,0,0,0
109,1/5/2011,18,0,1,0.38,9,3.28,-0.0016,0,169,0,0,0,1,1,0,0,0
110,1/5/2011,19,0,1,0.38,7,3.28,1.0016,0,132,0,0,0,1,1,0,0,0
111,1/5/2011,20,0,1,0.47,11,2.34,-0.9982,0,89,0,0,0,1,1,0,0,0
112,1/5/2011,21,0,1,0.51,13,1.4,-2.998,0,43,0,0,0,1,1,0,0,0
113,1/5/2011,22,0,1,0.55,9,0.46,-2.998,0,42,0,0,0,1,1,0,0,0
114,1/5/2011,23,0,1,0.47,0,1.4,1.0016,0,19,0,0,0,1,1,0,0,0
115,1/6/2011,0,0,1,0.55,0,0.46,-0.0016,0,11,0,0,0,1,1,0,0,0
116,1/6/2011,1,0,1,0.64,0,-0.48,-0.9982,0,4,0,0,0,1,1,0,0,0
117,1/6/2011,2,0,1,0.64,0,-0.48,-0.9982,0,2,0,0,0,1,1,0,0,0
118,1/6/2011,4,0,1,0.64,6,-0.48,-2.998,0,1,0,0,0,1,0,0,0,1
119,1/6/2011,5,0,1,0.69,6,-1.42,-4.0012,0,4,0,0,0,1,0,0,0,1
120,1/6/2011,6,0,1,0.63,7,-1.42,-4.9978,0,36,0,0,0,1,0,0,0,1
121,1/6/2011,7,0,1,0.59,0,-0.48,-0.9982,1,95,0,0,0,1,0,0,0,1
122,1/6/2011,8,0,1,0.59,0,-0.48,-0.9982,1,219,0,0,0,1,1,0,0,0
123,1/6/2011,9,0,1,0.51,0,0.46,-0.0016,1,122,0,0,0,1,0,0,0,1
124,1/6/2011,10,0,1,0.47,0,1.4,1.0016,1,45,0,0,0,1,1,0,0,0
125,1/6/2011,11,0,1,0.44,6,2.34,1.0016,1,59,0,0,0,1,1,0,0,0
126,1/6/2011,12,0,1,0.35,0,4.22,3.0014,1,84,0,0,0,1,1,0,0,0
127,1/6/2011,13,0,1,0.35,7,4.22,1.9982,1,67,0,0,0,1,1,0,0,0
128,1/6/2011,14,0,1,0.36,11,5.16,1.9982,1,70,0,0,0,1,1,0,0,0
129,1/6/2011,15,0,1,0.36,0,5.16,1.9982,1,62,0,0,0,1,1,0,0,0
130,1/6/2011,16,0,1,0.38,11,4.22,1.0016,1,86,0,0,0,1,1,0,0,0
131,1/6/2011,17,0,1,0.51,11,2.34,-0.9982,1,172,0,0,0,1,1,0,0,0
132,1/6/2011,18,0,1,0.51,9,2.34,-0.9982,0,163,0,0,0,1,1,0,0,0
133,1/6/2011,19,0,1,0.55,6,2.34,1.0016,0,112,0,0,0,1,1,0,0,0
134,1/6/2011,20,0,1,0.51,11,1.4,-2.0014,0,69,0,0,0,1,1,0,0,0
135,1/6/2011,21,0,1,0.55,15,2.34,-2.0014,0,48,0,0,0,1,0,0,0,1
136,1/6/2011,22,0,1,0.51,19,2.34,-2.0014,0,52,0,0,0,1,0,0,0,1
137,1/6/2011,23,0,1,0.59,13,1.4,-2.998,0,23,0,0,0,1,0,0,0,1
138,1/7/2011,0,0,1,0.64,13,1.4,-2.998,0,17,0,0,0,1,0,0,0,1
139,1/7/2011,1,0,1,0.69,15,1.4,-2.998,0,7,0,0,0,1,0,0,0,1
140,1/7/2011,2,0,1,0.69,15,1.4,-2.998,0,1,0,0,0,1,0,0,0,1
141,1/7/2011,4,0,1,0.69,9,1.4,-2.0014,0,1,0,0,0,1,0,0,0,1
142,1/7/2011,5,0,1,0.55,0,2.34,1.9982,0,5,0,0,0,1,0,0,1,0
143,1/7/2011,6,0,1,0.69,0,1.4,1.0016,0,34,0,0,0,1,0,0,0,1
144,1/7/2011,7,0,1,0.69,9,1.4,-2.0014,1,84,0,0,0,1,1,0,0,0
145,1/7/2011,8,0,1,0.51,17,1.4,-2.998,1,210,0,0,0,1,1,0,0,0
146,1/7/2011,9,0,1,0.47,20,1.4,-4.0012,1,134,0,0,0,1,1,0,0,0
147,1/7/2011,10,0,1,0.37,22,2.34,-2.998,1,63,0,0,0,1,1,0,0,0
148,1/7/2011,11,0,1,0.4,15,1.4,-2.998,1,67,0,0,0,1,0,0,0,1
149,1/7/2011,12,0,1,0.37,17,1.4,-2.998,1,59,0,0,0,1,0,0,0,1
150,1/7/2011,13,0,1,0.37,19,1.4,-4.0012,1,73,0,0,0,1,0,0,0,1
151,1/7/2011,14,0,1,0.4,17,1.4,-2.998,1,50,0,0,0,1,0,0,0,1
152,1/7/2011,15,0,1,0.37,11,1.4,-2.0014,1,72,0,0,0,1,0,0,0,1
153,1/7/2011,16,0,1,0.37,11,1.4,-2.0014,1,87,0,0,0,1,0,0,0,1
154,1/7/2011,17,0,1,0.37,0,1.4,1.0016,1,187,0,0,0,1,0,0,0,1
155,1/7/2011,18,0,1,0.4,6,1.4,-0.9982,0,123,0,0,0,1,1,0,0,0
156,1/7/2011,19,0,1,0.55,6,-0.48,-2.998,0,95,0,0,0,1,1,0,0,0
157,1/7/2011,20,0,1,0.47,7,0.46,-2.0014,0,51,0,0,0,1,1,0,0,0
158,1/7/2011,21,0,1,0.47,9,0.46,-2.998,0,39,0,0,0,1,1,0,0,0
159,1/7/2011,22,0,1,0.43,11,0.46,-2.998,0,36,0,0,0,1,0,0,0,1
160,1/7/2011,23,0,1,0.51,11,0.46,-2.998,0,15,0,0,0,1,0,0,0,1
161,1/8/2011,0,0,0,0.51,11,0.46,-2.998,0,25,0,0,0,1,0,0,0,1
162,1/8/2011,1,0,0,0.55,6,0.46,-2.0014,0,16,0,0,0,1,0,0,0,1
163,1/8/2011,2,0,0,0.55,0,0.46,-0.0016,0,16,0,0,0,1,0,0,0,1
164,1/8/2011,3,0,0,0.55,11,0.46,-2.998,0,7,0,0,0,1,0,0,1,0
165,1/8/2011,4,0,0,0.55,11,0.46,-2.998,0,1,0,0,0,1,0,0,1,0
166,1/8/2011,5,0,0,0.74,11,-0.48,-4.9978,0,5,0,0,0,1,0,0,0,1
167,1/8/2011,6,0,0,0.74,11,-0.48,-4.9978,0,2,0,0,0,1,0,0,0,1
168,1/8/2011,7,0,0,0.74,7,-0.48,-4.0012,1,9,0,0,0,1,0,0,0,1
169,1/8/2011,8,0,0,0.93,7,-0.48,-4.0012,1,15,0,0,0,1,0,0,1,0
170,1/8/2011,9,0,0,0.93,7,-0.48,-4.0012,1,20,0,0,0,1,0,0,1,0
171,1/8/2011,10,0,0,0.8,11,0.46,-2.998,1,61,0,0,0,1,0,0,0,1
172,1/8/2011,11,0,0,0.69,26,1.4,-4.0012,1,62,0,0,0,1,0,0,0,1
173,1/8/2011,12,0,0,0.59,24,1.4,-4.0012,1,98,0,0,0,1,0,0,0,1
174,1/8/2011,13,0,0,0.44,22,1.4,-4.0012,1,102,0,0,0,1,1,0,0,0
175,1/8/2011,14,0,0,0.32,33,1.4,-4.9978,1,95,0,0,0,1,1,0,0,0
176,1/8/2011,15,0,0,0.32,30,1.4,-4.9978,1,74,0,0,0,1,1,0,0,0
177,1/8/2011,16,0,0,0.29,30,0.46,-6.9976,1,76,0,0,0,1,1,0,0,0
178,1/8/2011,17,0,0,0.37,37,-0.48,-8.0008,1,69,0,0,0,1,1,0,0,0
179,1/8/2011,18,0,0,0.39,20,-1.42,-8.0008,0,55,0,0,0,1,1,0,0,0
180,1/8/2011,19,0,0,0.36,17,-1.42,-8.0008,0,30,0,0,0,1,1,0,0,0
181,1/8/2011,20,0,0,0.36,17,-2.36,-8.0008,0,28,0,0,0,1,1,0,0,0
182,1/8/2011,21,0,0,0.39,24,-2.36,-8.9974,0,37,0,0,0,1,1,0,0,0
183,1/8/2011,22,0,0,0.36,26,-2.36,-8.9974,0,34,0,0,0,1,1,0,0,0
184,1/8/2011,23,0,0,0.39,30,-3.3,-12.0004,0,22,0,0,0,1,1,0,0,0
185,1/9/2011,0,0,0,0.42,26,-3.3,-10.9972,0,25,0,0,0,1,1,0,0,0
186,1/9/2011,1,0,0,0.42,31,-3.3,-12.0004,0,12,0,0,0,1,1,0,0,0
187,1/9/2011,2,0,0,0.46,31,-3.3,-12.0004,0,11,0,0,0,1,1,0,0,0
188,1/9/2011,3,0,0,0.46,28,-3.3,-10.9972,0,4,0,0,0,1,1,0,0,0
189,1/9/2011,4,0,0,0.53,13,-4.24,-10.0006,0,1,0,0,0,1,1,0,0,0
190,1/9/2011,5,0,0,0.53,13,-4.24,-10.0006,0,1,0,0,0,1,1,0,0,0
191,1/9/2011,6,0,0,0.49,19,-3.3,-10.0006,0,1,0,0,0,1,1,0,0,0
192,1/9/2011,7,0,0,0.53,13,-4.24,-10.0006,1,6,0,0,0,1,1,0,0,0
193,1/9/2011,8,0,0,0.49,19,-3.3,-10.0006,1,10,0,0,0,1,1,0,0,0
194,1/9/2011,9,0,0,0.46,35,-2.36,-10.9972,1,19,0,0,0,1,1,0,0,0
195,1/9/2011,10,0,0,0.43,26,-1.42,-8.9974,1,49,0,0,0,1,1,0,0,0
196,1/9/2011,11,0,0,0.4,35,-0.48,-8.0008,1,49,0,0,0,1,1,0,0,0
197,1/9/2011,12,0,0,0.37,30,0.46,-6.9976,1,83,0,0,0,1,1,0,0,0
198,1/9/2011,13,0,0,0.34,30,1.4,-4.9978,1,75,0,0,0,1,1,0,0,0
199,1/9/2011,14,0,0,0.32,31,2.34,-4.0012,1,72,0,0,0,1,1,0,0,0
200,1/9/2011,15,0,0,0.35,24,2.34,-2.998,1,82,0,0,0,1,1,0,0,0
201,1/9/2011,16,0,0,0.34,30,1.4,-4.9978,1,92,0,0,0,1,1,0,0,0
202,1/9/2011,17,0,0,0.37,26,0.46,-6.001,1,62,0,0,0,1,1,0,0,0
203,1/9/2011,18,0,0,0.4,22,-0.48,-6.9976,0,48,0,0,0,1,1,0,0,0
204,1/9/2011,19,0,0,0.43,22,-0.48,-6.9976,0,41,0,0,0,1,1,0,0,0
205,1/9/2011,20,0,0,0.46,17,-1.42,-8.0008,0,38,0,0,0,1,1,0,0,0
206,1/9/2011,21,0,0,0.46,28,-1.42,-8.9974,0,20,0,0,0,1,1,0,0,0
207,1/9/2011,22,0,0,0.46,20,-1.42,-8.0008,0,15,0,0,0,1,1,0,0,0
208,1/9/2011,23,0,0,0.5,13,-2.36,-6.9976,0,6,0,0,0,1,1,0,0,0
209,1/10/2011,0,0,1,0.5,19,-2.36,-8.0008,0,5,0,0,0,1,1,0,0,0
210,1/10/2011,1,0,1,0.5,19,-2.36,-8.0008,0,1,0,0,0,1,1,0,0,0
211,1/10/2011,2,0,1,0.5,15,-2.36,-8.0008,0,3,0,0,0,1,1,0,0,0
212,1/10/2011,3,0,1,0.5,15,-2.36,-8.0008,0,1,0,0,0,1,1,0,0,0
213,1/10/2011,4,0,1,0.54,9,-3.3,-8.0008,0,3,0,0,0,1,1,0,0,0
214,1/10/2011,5,0,1,0.54,17,-3.3,-8.9974,0,3,0,0,0,1,1,0,0,0
215,1/10/2011,6,0,1,0.5,19,-2.36,-8.0008,0,31,0,0,0,1,1,0,0,0
216,1/10/2011,7,0,1,0.5,15,-2.36,-8.0008,1,77,0,0,0,1,1,0,0,0
217,1/10/2011,8,0,1,0.5,19,-2.36,-8.0008,1,188,0,0,0,1,0,0,0,1
218,1/10/2011,9,0,1,0.5,17,-1.42,-8.0008,1,94,0,0,0,1,0,0,0,1
219,1/10/2011,10,0,1,0.5,20,-1.42,-8.0008,1,31,0,0,0,1,0,0,0,1
220,1/10/2011,11,0,1,0.47,19,-0.48,-6.9976,1,30,0,0,0,1,0,0,0,1
221,1/10/2011,12,0,1,0.4,19,1.4,-4.0012,1,52,0,0,0,1,0,0,0,1
222,1/10/2011,13,0,1,0.4,19,1.4,-4.0012,1,54,0,0,0,1,0,0,0,1
223,1/10/2011,14,0,1,0.4,15,1.4,-2.998,1,47,0,0,0,1,0,0,0,1
224,1/10/2011,15,0,1,0.4,15,1.4,-2.998,1,45,0,0,0,1,0,0,0,1
225,1/10/2011,16,0,1,0.4,9,1.4,-2.0014,1,74,0,0,0,1,1,0,0,0
226,1/10/2011,17,0,1,0.4,7,1.4,-0.9982,1,178,0,0,0,1,1,0,0,0
227,1/10/2011,18,0,1,0.4,15,1.4,-2.998,0,155,0,0,0,1,1,0,0,0
228,1/10/2011,19,0,1,0.47,11,-0.48,-4.9978,0,95,0,0,0,1,1,0,0,0
229,1/10/2011,20,0,1,0.5,11,-0.48,-4.9978,0,74,0,0,0,1,1,0,0,0
230,1/10/2011,21,0,1,0.59,13,-1.42,-6.9976,0,38,0,0,0,1,1,0,0,0
231,1/10/2011,22,0,1,0.59,11,-1.42,-6.001,0,24,0,0,0,1,1,0,0,0
232,1/10/2011,23,0,1,0.59,11,-1.42,-6.001,0,18,0,0,0,1,1,0,0,0
233,1/11/2011,0,0,1,0.59,7,-1.42,-4.9978,0,12,0,0,0,1,1,0,0,0
234,1/11/2011,1,0,1,0.59,11,-1.42,-6.001,0,3,0,0,0,1,1,0,0,0
235,1/11/2011,2,0,1,0.55,13,-0.48,-6.001,0,3,0,0,0,1,0,0,0,1
236,1/11/2011,5,0,1,0.55,9,-0.48,-4.0012,0,6,0,0,0,1,0,0,0,1
237,1/11/2011,6,0,1,0.55,9,-0.48,-4.0012,0,27,0,0,0,1,0,0,0,1
238,1/11/2011,7,0,1,0.55,0,-0.48,-0.9982,1,99,0,0,0,1,0,0,0,1
239,1/11/2011,8,0,1,0.51,6,0.46,-2.0014,1,217,0,0,0,1,0,0,0,1
240,1/11/2011,9,0,1,0.51,11,0.46,-2.998,1,130,0,0,0,1,0,0,0,1
241,1/11/2011,10,0,1,0.51,11,1.4,-2.0014,1,54,0,0,0,1,0,0,0,1
242,1/11/2011,11,0,1,0.47,9,1.4,-2.0014,1,35,0,0,0,1,0,0,0,1
243,1/11/2011,12,0,1,0.51,7,1.4,-0.9982,1,57,0,0,0,1,0,0,0,1
244,1/11/2011,13,0,1,0.59,6,1.4,-0.9982,1,52,0,0,0,1,0,0,0,1
245,1/11/2011,14,0,1,0.59,6,1.4,-0.9982,1,63,0,0,0,1,0,0,0,1
246,1/11/2011,15,0,1,0.8,6,-0.48,-2.998,1,47,0,0,0,1,0,0,0,1
247,1/11/2011,16,0,1,0.86,15,-0.48,-6.001,1,76,0,0,0,1,0,0,0,1
248,1/11/2011,17,0,1,0.86,15,-0.48,-6.001,1,136,0,0,0,1,0,0,0,1
249,1/11/2011,18,0,1,0.93,7,-0.48,-4.0012,0,95,0,0,0,1,0,0,1,0
250,1/11/2011,19,0,1,0.93,0,-0.48,-0.9982,0,51,0,0,0,1,0,0,1,0
251,1/11/2011,20,0,1,0.93,13,-0.48,-6.001,0,32,0,0,0,1,0,0,1,0
252,1/11/2011,21,0,1,0.86,6,-0.48,-2.998,0,20,0,0,0,1,0,0,1,0
253,1/11/2011,22,0,1,0.93,7,-0.48,-4.0012,0,29,0,0,0,1,0,0,1,0
254,1/11/2011,23,0,1,0.93,6,-0.48,-2.998,0,19,0,0,0,1,0,0,1,0
255,1/12/2011,0,0,1,0.86,6,-0.48,-2.998,0,7,0,0,0,1,0,0,0,1
256,1/12/2011,1,0,1,0.86,7,-0.48,-4.0012,0,6,0,0,0,1,0,0,0,1
257,1/12/2011,2,0,1,0.86,9,-1.42,-6.001,0,1,0,0,0,1,1,0,0,0
258,1/12/2011,5,0,1,0.86,11,-1.42,-6.001,0,5,0,0,0,1,1,0,0,0
259,1/12/2011,6,0,1,0.93,9,-2.36,-6.001,0,16,0,0,0,1,1,0,0,0
260,1/12/2011,7,0,1,0.69,9,-1.42,-6.001,1,54,0,0,0,1,1,0,0,0
261,1/12/2011,8,0,1,0.59,11,-0.48,-4.9978,1,128,0,0,0,1,1,0,0,0
262,1/12/2011,9,0,1,0.59,22,-0.48,-6.9976,1,81,0,0,0,1,1,0,0,0
263,1/12/2011,10,0,1,0.55,15,0.46,-4.0012,1,39,0,0,0,1,1,0,0,0
264,1/12/2011,11,0,1,0.51,26,1.4,-4.0012,1,35,0,0,0,1,1,0,0,0
265,1/12/2011,12,0,1,0.47,39,1.4,-6.001,1,55,0,0,0,1,1,0,0,0
266,1/12/2011,13,0,1,0.44,24,2.34,-2.998,1,49,0,0,0,1,1,0,0,0
267,1/12/2011,14,0,1,0.47,22,1.4,-4.0012,1,44,0,0,0,1,1,0,0,0
268,1/12/2011,15,0,1,0.47,28,1.4,-4.9978,1,49,0,0,0,1,1,0,0,0
269,1/12/2011,16,0,1,0.44,22,2.34,-2.998,1,68,0,0,0,1,1,0,0,0
270,1/12/2011,17,0,1,0.47,24,1.4,-4.0012,1,139,0,0,0,1,1,0,0,0
271,1/12/2011,18,0,1,0.47,35,1.4,-6.001,0,137,0,0,0,1,1,0,0,0
